Inches,CPU_Frequency_Numeric,Ram_Numeric,Size_Numeric,Weight_Numeric,Log_Price_dollars,Company_Acer,Company_Apple,Company_Asus,Company_Chuwi,Company_Dell,Company_Fujitsu,Company_Google,Company_HP,Company_Huawei,Company_LG,Company_Lenovo,Company_MSI,Company_Mediacom,Company_Microsoft,Company_Razer,Company_Samsung,Company_Toshiba,Company_Vero,Company_Xiaomi,Cpu_Company_AMD,Cpu_Company_Intel,Memory_Structure_Categories_Flash,Memory_Structure_Categories_HDD,Memory_Structure_Categories_Hybrid,Memory_Structure_Categories_SSD,Gpu_Company_AMD,Gpu_Company_Intel,Gpu_Company_Nvidia,OpSys_Android,OpSys_Chrome OS,OpSys_Linux,OpSys_Mac OS X,OpSys_No OS,OpSys_Windows 10,OpSys_Windows 10 S,OpSys_Windows 7,OpSys_macOS,Actual_LR,Predicted_LR,pctDiff_LR,Diff_LR,Actual_RF,Predicted_RF,pctDiff_RF,Diff_RF,Actual_NN,Predicted_NN,pctDiff_NN,Diff_NN
15.6,2.5,8,256,2.5,6.815639990074331,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,912.0,1284.0,41.0,372.0,912.0,1029.0,13.0,117.0,912.0,1014.0,11.0,102.0
15.6,3.0,8,1000,2.45,6.645090969505644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,769.0,622.0,19.0,-147.0,769.0,1023.0,33.0,254.0,769.0,609.0,21.0,-160.0
17.3,2.8,16,256,2.43,7.720461694599722,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2254.0,2040.0,9.0,-214.0,2254.0,2344.0,4.0,90.0,2254.0,1812.0,20.0,-442.0
17.3,2.7,16,512,2.4,8.09101504171053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3265.0,2448.0,25.0,-817.0,3265.0,2171.0,34.0,-1094.0,3265.0,2385.0,27.0,-880.0
15.6,2.5,16,512,2.4,7.341483852363161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1543.0,2108.0,37.0,565.0,1543.0,1705.0,11.0,162.0,1543.0,1941.0,26.0,398.0
15.6,2.6,8,128,2.4,7.20934025660291,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1352.0,1489.0,10.0,137.0,1352.0,1343.0,1.0,-9.0,1352.0,1339.0,1.0,-13.0
15.6,2.5,8,256,2.4,7.1846291527173145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1319.0,1423.0,8.0,104.0,1319.0,1059.0,20.0,-260.0,1319.0,1150.0,13.0,-169.0
15.6,2.8,8,128,2.4,7.136483208590247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1257.0,1575.0,25.0,318.0,1257.0,1396.0,11.0,139.0,1257.0,1328.0,6.0,71.0
15.6,2.8,8,256,2.4,6.862757913051401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,956.0,973.0,2.0,17.0,956.0,1445.0,51.0,489.0,956.0,682.0,29.0,-274.0
15.6,2.8,8,1000,2.4,6.836259277277067,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,931.0,678.0,27.0,-253.0,931.0,939.0,1.0,8.0,931.0,816.0,12.0,-115.0
15.6,2.5,8,128,2.4,6.7912214627261855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,890.0,910.0,2.0,20.0,890.0,943.0,6.0,53.0,890.0,1035.0,16.0,145.0
15.6,2.5,8,256,2.4,6.75343791859778,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,857.0,894.0,4.0,37.0,857.0,778.0,9.0,-79.0,857.0,630.0,26.0,-227.0
15.6,2.5,4,500,2.4,6.421622267806518,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,615.0,540.0,12.0,-75.0,615.0,720.0,17.0,105.0,615.0,467.0,24.0,-148.0
15.6,2.0,4,500,2.4,6.20455776256869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,495.0,469.0,5.0,-26.0,495.0,451.0,9.0,-44.0,495.0,404.0,18.0,-91.0
15.6,2.0,4,500,2.4,6.113682179832232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,452.0,469.0,4.0,17.0,452.0,451.0,0.0,-1.0,452.0,404.0,11.0,-48.0
15.6,2.4,4,1000,2.4,6.045005314036012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,422.0,561.0,33.0,139.0,422.0,571.0,35.0,149.0,422.0,498.0,18.0,76.0
15.6,2.4,4,1000,2.37,6.0844994130751715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,439.0,680.0,55.0,241.0,439.0,654.0,49.0,215.0,439.0,523.0,19.0,84.0
15.6,2.5,8,256,2.36,6.885509670034818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,978.0,1156.0,18.0,178.0,978.0,986.0,1.0,8.0,978.0,917.0,6.0,-61.0
17.3,2.0,4,1000,2.36,6.586171654854675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,725.0,566.0,22.0,-159.0,725.0,571.0,21.0,-154.0,725.0,549.0,24.0,-176.0
15.6,2.5,8,1000,2.36,6.555356891810665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,703.0,878.0,25.0,175.0,703.0,720.0,2.0,17.0,703.0,830.0,18.0,127.0
15.6,1.6,8,128,2.33,6.833031732786201,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,928.0,912.0,2.0,-16.0,928.0,937.0,1.0,9.0,928.0,1069.0,15.0,141.0
15.6,2.7,8,256,2.33,6.75343791859778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,857.0,960.0,12.0,103.0,857.0,936.0,9.0,79.0,857.0,902.0,5.0,45.0
15.6,2.7,16,2000,2.32,6.9930151229329605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1089.0,1515.0,39.0,426.0,1089.0,1234.0,13.0,145.0,1089.0,883.0,19.0,-206.0
15.6,2.5,8,1000,2.32,6.473890696352274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,648.0,689.0,6.0,41.0,648.0,707.0,9.0,59.0,648.0,735.0,13.0,87.0
14.0,2.6,8,256,2.31,7.119635638017636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1236.0,1400.0,13.0,164.0,1236.0,1323.0,7.0,87.0,1236.0,1268.0,3.0,32.0
15.6,2.7,16,512,2.3,7.590346945602565,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1979.0,2050.0,4.0,71.0,1979.0,2380.0,20.0,401.0,1979.0,2014.0,2.0,35.0
15.6,2.3,4,1000,2.3,6.980075940561763,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1075.0,767.0,29.0,-308.0,1075.0,650.0,40.0,-425.0,1075.0,756.0,30.0,-319.0
15.6,2.5,8,256,2.3,6.90975328164481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1002.0,1113.0,11.0,111.0,1002.0,930.0,7.0,-72.0,1002.0,1166.0,16.0,164.0
15.6,2.5,8,128,2.3,6.803505257608338,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,901.0,1301.0,44.0,400.0,901.0,1146.0,27.0,245.0,901.0,1136.0,26.0,235.0
15.6,2.5,4,500,2.3,6.6240652277998935,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,753.0,723.0,4.0,-30.0,753.0,798.0,6.0,45.0,753.0,832.0,11.0,79.0
15.6,2.5,4,256,2.3,6.555356891810665,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,703.0,964.0,37.0,261.0,703.0,671.0,5.0,-32.0,703.0,726.0,3.0,23.0
15.6,2.5,4,256,2.3,6.490723534502507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,659.0,758.0,15.0,99.0,659.0,619.0,6.0,-40.0,659.0,587.0,11.0,-72.0
15.6,2.0,4,128,2.3,6.432940092739179,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,622.0,794.0,28.0,172.0,622.0,498.0,20.0,-124.0,622.0,468.0,25.0,-154.0
15.6,2.4,6,1000,2.3,6.180016653652572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,483.0,833.0,72.0,350.0,483.0,516.0,7.0,33.0,483.0,704.0,46.0,221.0
15.6,2.5,4,1000,2.25,6.421622267806518,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,615.0,782.0,27.0,167.0,615.0,707.0,15.0,92.0,615.0,633.0,3.0,18.0
15.6,2.8,8,128,2.24,7.29505641646263,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1473.0,1397.0,5.0,-76.0,1473.0,1578.0,7.0,105.0,1473.0,1433.0,3.0,-40.0
15.6,2.7,8,1000,2.23,6.704414354964107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,816.0,836.0,2.0,20.0,816.0,936.0,15.0,120.0,816.0,878.0,8.0,62.0
15.6,2.5,4,256,2.23,6.633318433280377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,760.0,869.0,14.0,109.0,760.0,671.0,12.0,-89.0,760.0,642.0,16.0,-118.0
15.6,2.5,6,1000,2.23,6.403574197934815,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,604.0,629.0,4.0,25.0,604.0,601.0,0.0,-3.0,604.0,590.0,2.0,-14.0
15.6,2.8,16,256,2.2,7.898782356970309,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2694.0,2035.0,24.0,-659.0,2694.0,1871.0,31.0,-823.0,2694.0,1668.0,38.0,-1026.0
15.6,2.8,8,128,2.2,7.142036574706803,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1264.0,1569.0,24.0,305.0,1264.0,1327.0,5.0,63.0,1264.0,1300.0,3.0,36.0
15.6,2.5,8,128,2.2,7.116394144093465,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1232.0,1442.0,17.0,210.0,1232.0,1201.0,3.0,-31.0,1232.0,1315.0,7.0,83.0
15.6,2.5,8,256,2.2,7.044905117129371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1147.0,1417.0,24.0,270.0,1147.0,1162.0,1.0,15.0,1147.0,1263.0,10.0,116.0
15.6,2.5,8,256,2.2,7.030857476116121,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1131.0,1417.0,25.0,286.0,1131.0,1084.0,4.0,-47.0,1131.0,1138.0,1.0,7.0
15.6,1.8,8,256,2.2,6.918695219020472,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1011.0,946.0,6.0,-65.0,1011.0,939.0,7.0,-72.0,1011.0,798.0,21.0,-213.0
15.6,1.8,8,256,2.2,6.829793737512425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,925.0,854.0,8.0,-71.0,925.0,997.0,8.0,72.0,925.0,827.0,11.0,-98.0
15.6,2.7,8,1000,2.2,6.827629234502852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,923.0,1139.0,23.0,216.0,923.0,937.0,2.0,14.0,923.0,979.0,6.0,56.0
15.6,2.5,8,256,2.2,6.778784897685177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,879.0,902.0,3.0,23.0,879.0,858.0,2.0,-21.0,879.0,843.0,4.0,-36.0
15.6,2.5,8,1000,2.2,6.70073110954781,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,813.0,686.0,16.0,-127.0,813.0,746.0,8.0,-67.0,813.0,745.0,8.0,-68.0
15.6,1.6,8,256,2.2,6.61338421837956,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,745.0,703.0,6.0,-42.0,745.0,852.0,14.0,107.0,745.0,768.0,3.0,23.0
15.6,2.7,8,1000,2.2,6.586171654854675,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,725.0,716.0,1.0,-9.0,725.0,802.0,11.0,77.0,725.0,833.0,15.0,108.0
15.6,2.0,8,128,2.2,6.473890696352274,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,648.0,949.0,46.0,301.0,648.0,785.0,21.0,137.0,648.0,659.0,2.0,11.0
15.6,2.5,8,2000,2.2,6.403574197934815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,604.0,771.0,28.0,167.0,604.0,638.0,6.0,34.0,604.0,664.0,10.0,60.0
15.6,2.5,4,1000,2.2,6.3080984415095305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,549.0,565.0,3.0,16.0,549.0,588.0,7.0,39.0,549.0,621.0,13.0,72.0
15.6,2.0,4,128,2.2,6.3080984415095305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,549.0,793.0,44.0,244.0,549.0,493.0,10.0,-56.0,549.0,472.0,14.0,-77.0
15.6,2.0,4,500,2.2,6.246106765481563,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,516.0,537.0,4.0,21.0,516.0,522.0,1.0,6.0,516.0,598.0,16.0,82.0
15.6,2.5,4,128,2.2,6.244166900663736,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,515.0,637.0,24.0,122.0,515.0,550.0,7.0,35.0,515.0,391.0,24.0,-124.0
15.6,2.5,4,1000,2.2,6.2422232654551655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,514.0,492.0,4.0,-22.0,514.0,550.0,7.0,36.0,514.0,476.0,7.0,-38.0
15.6,2.0,8,1000,2.2,6.22455842927536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,505.0,733.0,45.0,228.0,505.0,597.0,18.0,92.0,505.0,731.0,45.0,226.0
15.6,3.6,8,1000,2.2,6.156978985585555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,472.0,741.0,57.0,269.0,472.0,1045.0,121.0,573.0,472.0,744.0,58.0,272.0
15.6,2.5,4,128,2.2,6.0844994130751715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,439.0,588.0,34.0,149.0,439.0,518.0,18.0,79.0,439.0,385.0,12.0,-54.0
15.6,2.9,4,256,2.2,6.0844994130751715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,439.0,669.0,52.0,230.0,439.0,498.0,13.0,59.0,439.0,522.0,19.0,83.0
15.6,1.6,2,500,2.2,6.0330862217988015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,417.0,519.0,25.0,102.0,417.0,419.0,1.0,2.0,417.0,398.0,5.0,-19.0
15.6,1.6,2,500,2.2,6.0330862217988015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,417.0,519.0,25.0,102.0,417.0,419.0,1.0,2.0,417.0,398.0,5.0,-19.0
15.6,1.6,4,500,2.2,6.0063531596017325,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,406.0,507.0,25.0,101.0,406.0,409.0,1.0,3.0,406.0,386.0,5.0,-20.0
15.6,2.5,8,256,2.191,7.002155954403621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1099.0,1231.0,12.0,132.0,1099.0,914.0,17.0,-185.0,1099.0,1181.0,8.0,82.0
15.6,2.5,6,1000,2.19,6.733401891837359,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,840.0,788.0,6.0,-52.0,840.0,814.0,3.0,-26.0,840.0,762.0,9.0,-78.0
15.6,2.7,4,256,2.18,6.70073110954781,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,813.0,1017.0,25.0,204.0,813.0,810.0,0.0,-3.0,813.0,752.0,8.0,-61.0
15.6,2.5,4,1000,2.18,6.583409222158765,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,723.0,781.0,8.0,58.0,723.0,749.0,4.0,26.0,723.0,634.0,12.0,-89.0
15.6,2.0,4,1000,2.18,6.51471269087253,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,675.0,635.0,6.0,-40.0,675.0,618.0,8.0,-57.0,675.0,582.0,14.0,-93.0
15.6,2.4,4,1000,2.18,6.4692503167957724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,645.0,759.0,18.0,114.0,645.0,627.0,3.0,-18.0,645.0,624.0,3.0,-21.0
15.6,2.4,4,128,2.18,6.400257445308821,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,602.0,983.0,63.0,381.0,602.0,719.0,19.0,117.0,602.0,708.0,18.0,106.0
15.6,2.5,8,1000,2.14,6.386879319362645,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,594.0,934.0,57.0,340.0,594.0,867.0,46.0,273.0,594.0,839.0,41.0,245.0
15.6,1.6,8,256,2.1,7.138073034044347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1259.0,833.0,34.0,-426.0,1259.0,1064.0,15.0,-195.0,1259.0,900.0,29.0,-359.0
15.6,1.6,4,500,2.1,6.677083461247136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,794.0,559.0,30.0,-235.0,794.0,404.0,49.0,-390.0,794.0,564.0,29.0,-230.0
15.6,2.7,4,500,2.1,6.630683385642372,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,758.0,713.0,6.0,-45.0,758.0,756.0,0.0,-2.0,758.0,797.0,5.0,39.0
15.6,2.4,4,500,2.1,6.5998704992128365,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,735.0,700.0,5.0,-35.0,735.0,730.0,1.0,-5.0,735.0,807.0,10.0,72.0
15.6,3.0,6,128,2.1,6.5722825426940075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,715.0,836.0,17.0,121.0,715.0,631.0,12.0,-84.0,715.0,861.0,20.0,146.0
15.6,2.5,4,1000,2.1,6.3473892096560105,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,571.0,628.0,10.0,57.0,571.0,611.0,7.0,40.0,571.0,610.0,7.0,39.0
15.6,2.1,4,128,2.1,6.306275286948016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,548.0,903.0,65.0,355.0,548.0,516.0,6.0,-32.0,548.0,856.0,56.0,308.0
15.6,2.3,4,128,2.1,6.295266001439646,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,542.0,861.0,59.0,319.0,542.0,799.0,47.0,257.0,542.0,527.0,3.0,-15.0
15.6,3.0,4,1000,2.1,6.2878585601617845,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,538.0,570.0,6.0,32.0,538.0,462.0,14.0,-76.0,538.0,565.0,5.0,27.0
15.6,2.0,4,128,2.1,6.156978985585555,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,472.0,791.0,68.0,319.0,472.0,499.0,6.0,27.0,472.0,475.0,1.0,3.0
15.6,3.0,4,128,2.1,6.150602768446279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,469.0,550.0,17.0,81.0,469.0,522.0,11.0,53.0,469.0,461.0,2.0,-8.0
15.6,3.0,4,500,2.1,6.0867747269123065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,440.0,398.0,10.0,-42.0,440.0,457.0,4.0,17.0,440.0,380.0,14.0,-60.0
15.6,2.3,4,500,2.1,6.082218910376446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,438.0,435.0,1.0,-3.0,438.0,533.0,22.0,95.0,438.0,371.0,15.0,-67.0
15.6,1.1,4,1000,2.1,5.948034989180646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,383.0,387.0,1.0,4.0,383.0,399.0,4.0,16.0,383.0,388.0,1.0,5.0
15.6,2.3,4,500,2.07,6.90875477931522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1001.0,681.0,32.0,-320.0,1001.0,758.0,24.0,-243.0,1001.0,775.0,23.0,-226.0
15.6,2.8,16,512,2.06,7.644440761556566,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2089.0,2274.0,9.0,185.0,2089.0,2362.0,13.0,273.0,2089.0,2053.0,2.0,-36.0
15.6,2.5,8,256,2.06,7.562161631225652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1924.0,1410.0,27.0,-514.0,1924.0,1376.0,28.0,-548.0,1924.0,1185.0,38.0,-739.0
